工作表,行号,A_值,A_公式,B_值,B_公式,C_值,C_公式,D_值,D_公式,E_值,E_公式,F_值,F_公式,G_值,G_公式,H_值,H_公式,I_值,I_公式,J_值,J_公式,K_值,K_公式,L_值,L_公式,M_值,M_公式,N_值,N_公式,O_值,O_公式,P_值,P_公式,Q_值,Q_公式,R_值,R_公式,S_值,S_公式,T_值,T_公式,U_值,U_公式,V_值,V_公式,W_值,W_公式,X_值,X_公式,Y_值,Y_公式,Z_值,Z_公式,AA_值,AA_公式,AB_值,AB_公式,AC_值,AC_公式,AD_值,AD_公式,AE_值,AE_公式
项目评估汇总（昆山90%）,11,毛利（%）,,,,,,,,=(E9-E15-E16-E20-E23-E13-E31-E32)/E9,=(E9-E15-E16-E20-E23-E13-E31-E32)/E9,=((F6-F15-F16-F20-F23)-(F13/F5)-F31-F32)/F6,=((F6-F15-F16-F20-F23)-(F13/F5)-F31-F32)/F6,=((G6-G15-G16-G20-G23)-(G13/G5)-G31-G32)/G6,=((G6-G15-G16-G20-G23)-(G13/G5)-G31-G32)/G6,=((H6-H15-H16-H20-H23)-(H13/H5)-H31-H32)/H6,=((H6-H15-H16-H20-H23)-(H13/H5)-H31-H32)/H6,=((I6-I15-I16-I20-I23)-(I13/I5)-I31-I32)/I6,=((I6-I15-I16-I20-I23)-(I13/I5)-I31-I32)/I6,=((J6-J15-J16-J20-J23)-(J13/J5)-J31-J32)/J6,=((J6-J15-J16-J20-J23)-(J13/J5)-J31-J32)/J6,=((K6-K15-K16-K20-K23)-(K13/K5)-K31-K32)/K6,=((K6-K15-K16-K20-K23)-(K13/K5)-K31-K32)/K6,,,,,,,,,=((P6-P15-P16-P20-P23)-(P13/P5)-P31-P32)/P6,=((P6-P15-P16-P20-P23)-(P13/P5)-P31-P32)/P6,=((Q6-Q15-Q16-Q20-Q23)-(Q13/Q5)-Q31-Q32)/Q6,=((Q6-Q15-Q16-Q20-Q23)-(Q13/Q5)-Q31-Q32)/Q6,=((R6-R15-R16-R20-R23)-(R13/R5)-R31-R32)/R6,=((R6-R15-R16-R20-R23)-(R13/R5)-R31-R32)/R6,=((S6-S15-S16-S20-S23)-(S13/S5)-S31-S32)/S6,=((S6-S15-S16-S20-S23)-(S13/S5)-S31-S32)/S6,=((T6-T15-T16-T20-T23)-(T13/T5)-T31-T32)/T6,=((T6-T15-T16-T20-T23)-(T13/T5)-T31-T32)/T6,=((U6-U15-U16-U20-U23)-(U13/U5)-U31-U32)/U6,=((U6-U15-U16-U20-U23)-(U13/U5)-U31-U32)/U6,=((V6-V15-V16-V20-V23)-(V13/V5)-V31-V32)/V6,=((V6-V15-V16-V20-V23)-(V13/V5)-V31-V32)/V6,=((W6-W15-W16-W20-W23)-(W13/W5)-W31-W32)/W6,=((W6-W15-W16-W20-W23)-(W13/W5)-W31-W32)/W6,=((X6-X15-X16-X20-X23)-(X13/X5)-X31-X32)/X6,=((X6-X15-X16-X20-X23)-(X13/X5)-X31-X32)/X6,=((Y6-Y15-Y16-Y20-Y23)-(Y13/Y5)-Y31-Y32)/Y6,=((Y6-Y15-Y16-Y20-Y23)-(Y13/Y5)-Y31-Y32)/Y6,=((Z6-Z15-Z16-Z20-Z23)-(Z13/Z5)-Z31-Z32)/Z6,=((Z6-Z15-Z16-Z20-Z23)-(Z13/Z5)-Z31-Z32)/Z6,,,,,,,,,,
项目评估汇总（昆山90%）,12,毛利（元）,,,,,,,,=E11*E9,=E11*E9,=F11*F9,=F11*F9,=G11*G9,=G11*G9,=H11*H9,=H11*H9,=I11*I9,=I11*I9,=J11*J9,=J11*J9,=K11*K9,=K11*K9,,,,,,,,,=P11*P9,=P11*P9,=Q11*Q9,=Q11*Q9,=R11*R9,=R11*R9,=S11*S9,=S11*S9,=T11*T9,=T11*T9,=U11*U9,=U11*U9,=V11*V9,=V11*V9,=W11*W9,=W11*W9,=X11*X9,=X11*X9,=Y11*Y9,=Y11*Y9,=Z11*Z9,=Z11*Z9,,,,,,,,,,
项目评估汇总（昆山90%）,13,返点金额（QS）（元）,,,,,,,,=SUM(F13:J13),=SUM(F13:J13),10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
项目评估汇总（昆山90%）,14,单套项目总成本（元/PCS）,,,,,,,,=F14*$F$5+G14*$G$5+H14*$H$5+$I$5*I14+J14*$J$5+K14*$K$5+L14*$L$5+M14*$M$5,=F14*$F$5+G14*$G$5+H14*$H$5+$I$5*I14+J14*$J$5+K14*$K$5+L14*$L$5+M14*$M$5,=F16+F15+F20+F23+F31+F32,=F16+F15+F20+F23+F31+F32,=G16+G15+G20+G23+G31+G32,=G16+G15+G20+G23+G31+G32,=H16+H15+H20+H23+H31+H32,=H16+H15+H20+H23+H31+H32,=I16+I15+I20+I23+I31+I32,=I16+I15+I20+I23+I31+I32,=J16+J15+J20+J23+J31+J32,=J16+J15+J20+J23+J31+J32,=K16+K15+K20+K23+K31+K32,=K16+K15+K20+K23+K31+K32,=L16+L15+L20+L23+L31+L32,=L16+L15+L20+L23+L31+L32,=M16+M15+M20+M23+M31+M32,=M16+M15+M20+M23+M31+M32,=(E14/$E$5)/($N$7-$E$13/$E$5),=(E14/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4d640>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4d640>,=P16+P15+P20+P23+P31+P32,=P16+P15+P20+P23+P31+P32,=Q16+Q15+Q20+Q23+Q31+Q32,=Q16+Q15+Q20+Q23+Q31+Q32,=R16+R15+R20+R23+R31+R32,=R16+R15+R20+R23+R31+R32,=S16+S15+S20+S23+S31+S32,=S16+S15+S20+S23+S31+S32,=T16+T15+T20+T23+T31+T32,=T16+T15+T20+T23+T31+T32,=U16+U15+U20+U23+U31+U32,=U16+U15+U20+U23+U31+U32,=V16+V15+V20+V23+V31+V32,=V16+V15+V20+V23+V31+V32,=W16+W15+W20+W23+W31+W32,=W16+W15+W20+W23+W31+W32,=X16+X15+X20+X23+X31+X32,=X16+X15+X20+X23+X31+X32,=Y16+Y15+Y20+Y23+Y31+Y32,=Y16+Y15+Y20+Y23+Y31+Y32,=Z16+Z15+Z20+Z23+Z31+Z32,=Z16+Z15+Z20+Z23+Z31+Z32,,,,,,,,,,
项目评估汇总（昆山90%）,15,单套材料成本（元/PCS）,,,,,,BOM材料成本,,=F15*$F$5+G15*$G$5+H15*$H$5+$I$5*I15+J15*$J$5+K15*$K$5+L15*$L$5+M15*$M$5,=F15*$F$5+G15*$G$5+H15*$H$5+$I$5*I15+J15*$J$5+K15*$K$5+L15*$L$5+M15*$M$5,=配置明细!G24,=配置明细!G24,=F15,=F15,=G15,=G15,=H15,=H15,=I15,=I15,=J15,=J15,,,,,=(E15/$E$5)/($N$7-$E$13/$E$5),=(E15/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f63830>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f63830>,"=VLOOKUP(P3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(P3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Q3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Q3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(R3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(R3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(S3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(S3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(T3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(T3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(U3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(U3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(V3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(V3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(W3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(W3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(X3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(X3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Y3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Y3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Z3,配置明细!$B$2:$G$23,6,0)","=VLOOKUP(Z3,配置明细!$B$2:$G$23,6,0)",,,,,,,,,,
项目评估汇总（昆山90%）,16,单套直接人工（元/PCS）,,,,,,,,=F16*$F$5+G16*$G$5+H16*$H$5+$I$5*I16+J16*$J$5+K16*$K$5+L16*$L$5+M16*$M$5,=F16*$F$5+G16*$G$5+H16*$H$5+$I$5*I16+J16*$J$5+K16*$K$5+L16*$L$5+M16*$M$5,=F17+F18+F19,=F17+F18+F19,=G17+G18+G19,=G17+G18+G19,=H17+H18+H19,=H17+H18+H19,=H16,=H16,=I16,=I16,=J16,=J16,,,,,=(E16/$E$5)/($N$7-$E$13/$E$5),=(E16/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f61610>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f61610>,=P17+P18+P19,=P17+P18+P19,=Q17+Q18+Q19,=Q17+Q18+Q19,=R17+R18+R19,=R17+R18+R19,=S17+S18+S19,=S17+S18+S19,=T17+T18+T19,=T17+T18+T19,=U17+U18+U19,=U17+U18+U19,=V17+V18+V19,=V17+V18+V19,=W17+W18+W19,=W17+W18+W19,=X17+X18+X19,=X17+X18+X19,=Y17+Y18+Y19,=Y17+Y18+Y19,=Z17+Z18+Z19,=Z17+Z18+Z19,,,,,,,,,,
项目评估汇总（昆山90%）,17,,,—前工程效率-开线,,工厂开线标准工时费,,工厂开线标准工时费*工时,,=F17*$F$5+G17*$G$5+H17*$H$5+$I$5*I17+J17*$J$5+K17*$K$5+L17*$L$5+M17*$M$5,=F17*$F$5+G17*$G$5+H17*$H$5+$I$5*I17+J17*$J$5+K17*$K$5+L17*$L$5+M17*$M$5,=配置明细!L24*运营工时费报价基准!E8/运营工时费报价基准!$M$5,=配置明细!L24*运营工时费报价基准!E8/运营工时费报价基准!$M$5,=F17,=F17,=G17,=G17,=H17,=H17,=I17,=I17,=J17,=J17,,,,,=(E17/$E$5)/($N$7-$E$13/$E$5),=(E17/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f46750>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f46750>,"=VLOOKUP(P3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(P3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5",,,,,,,,,,
项目评估汇总（昆山90%）,18,,,—前工程效率 - 公共制程,,工厂公共制程标准工时费,,工厂公共制程标准工时费*工时,,=F18*$F$5+G18*$G$5+H18*$H$5+$I$5*I18+J18*$J$5+K18*$K$5+L18*$L$5+M18*$M$5,=F18*$F$5+G18*$G$5+H18*$H$5+$I$5*I18+J18*$J$5+K18*$K$5+L18*$L$5+M18*$M$5,=配置明细!M24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=配置明细!M24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=F18,=F18,=G18,=G18,=H18,=H18,=I18,=I18,=J18,=J18,,,,,=(E18/$E$5)/($N$7-$E$13/$E$5),=(E18/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f33c20>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f33c20>,"=VLOOKUP(P3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(P3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5",,,,,,,,,,
项目评估汇总（昆山90%）,19,,,—后工程 - 总装 ,,工厂总装标准工时费,,工厂总装标准工时费*工时,,=F19*$F$5+G19*$G$5+H19*$H$5+$I$5*I19+J19*$J$5+K19*$K$5+L19*$L$5+M19*$M$5,=F19*$F$5+G19*$G$5+H19*$H$5+$I$5*I19+J19*$J$5+K19*$K$5+L19*$L$5+M19*$M$5,=配置明细!N24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=配置明细!N24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=F19,=F19,=G19,=G19,=H19,=H19,=I19,=I19,=J19,=J19,,,,,=(E19/$E$5)/($N$7-$E$13/$E$5),=(E19/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f32510>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f32510>,"=VLOOKUP(P3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(P3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5",,,,,,,,,,
项目评估汇总（昆山90%）,20,单套设备成本（元/PCS）,,,,,,,,=F20*$F$5+G20*$G$5+H20*$H$5+$I$5*I20+J20*$J$5+K20*$K$5+L20*$L$5+M20*$M$5,=F20*$F$5+G20*$G$5+H20*$H$5+$I$5*I20+J20*$J$5+K20*$K$5+L20*$L$5+M20*$M$5,=F21+F22,=F21+F22,=G21+G22,=G21+G22,=H21+H22,=H21+H22,=H20,=H20,=I20,=I20,=J20,=J20,,,,,=(E20/$E$5)/($N$7-$E$13/$E$5),=(E20/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f44800>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f44800>,=P21+P22,=P21+P22,=Q21+Q22,=Q21+Q22,=R21+R22,=R21+R22,=S21+S22,=S21+S22,=T21+T22,=T21+T22,=U21+U22,=U21+U22,=V21+V22,=V21+V22,=W21+W22,=W21+W22,=X21+X22,=X21+X22,=Y21+Y22,=Y21+Y22,=Z21+Z22,=Z21+Z22,,,,,,,,,,
项目评估汇总（昆山90%）,21,,,—共用设备（元/PCS),,,,年折旧*使用年限/产量,,=F21*$F$5+G21*$G$5+H21*$H$5+$I$5*I21+J21*$J$5+K21*$K$5+L21*$L$5+M21*$M$5,=F21*$F$5+G21*$G$5+H21*$H$5+$I$5*I21+J21*$J$5+K21*$K$5+L21*$L$5+M21*$M$5,=设备投资明细!K30,=设备投资明细!K30,=F21,=F21,=G21,=G21,=H21,=H21,=I21,=I21,=J21,=J21,,,,,=(E21/$E$5)/($N$7-$E$13/$E$5),=(E21/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc4a0e1340>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc4a0e1340>,=设备投资明细!Q30,=设备投资明细!Q30,=设备投资明细!R30,=设备投资明细!R30,=设备投资明细!S30,=设备投资明细!S30,=设备投资明细!T30,=设备投资明细!T30,=设备投资明细!U30,=设备投资明细!U30,=设备投资明细!V30,=设备投资明细!V30,=设备投资明细!W30,=设备投资明细!W30,=设备投资明细!X30,=设备投资明细!X30,=设备投资明细!Y30,=设备投资明细!Y30,=设备投资明细!Z30,=设备投资明细!Z30,=设备投资明细!AA30,=设备投资明细!AA30,,,,,,,,,,
项目评估汇总（昆山90%）,22,,,—专用设备（元/PCS),,,,总价值／产量,,=F22*$F$5+G22*$G$5+H22*$H$5+$I$5*I22+J22*$J$5+K22*$K$5+L22*$L$5+M22*$M$5,=F22*$F$5+G22*$G$5+H22*$H$5+$I$5*I22+J22*$J$5+K22*$K$5+L22*$L$5+M22*$M$5,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!N27,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!N27,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!L25,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!L25,=G22,=G22,=H22,=H22,=I22,=I22,=J22,=J22,,,,,=(E22/$E$5)/($N$7-$E$13/$E$5),=(E22/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4e1b0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4e1b0>,=设备投资明细!Q40+项目专用模具!O12+'项目工装投入 '!O15,=设备投资明细!Q40+项目专用模具!O12+'项目工装投入 '!O15,=设备投资明细!R40+项目专用模具!P12+'项目工装投入 '!P15,=设备投资明细!R40+项目专用模具!P12+'项目工装投入 '!P15,=设备投资明细!S40+项目专用模具!Q12+'项目工装投入 '!Q15,=设备投资明细!S40+项目专用模具!Q12+'项目工装投入 '!Q15,=设备投资明细!T40+项目专用模具!R12+'项目工装投入 '!R15,=设备投资明细!T40+项目专用模具!R12+'项目工装投入 '!R15,=设备投资明细!U40+项目专用模具!S12+'项目工装投入 '!S15,=设备投资明细!U40+项目专用模具!S12+'项目工装投入 '!S15,=设备投资明细!V40+项目专用模具!T12+'项目工装投入 '!T15,=设备投资明细!V40+项目专用模具!T12+'项目工装投入 '!T15,=设备投资明细!W40+项目专用模具!U12+'项目工装投入 '!U15,=设备投资明细!W40+项目专用模具!U12+'项目工装投入 '!U15,=设备投资明细!X40+项目专用模具!V12+'项目工装投入 '!V15,=设备投资明细!X40+项目专用模具!V12+'项目工装投入 '!V15,=设备投资明细!Y40+项目专用模具!W12+'项目工装投入 '!W15,=设备投资明细!Y40+项目专用模具!W12+'项目工装投入 '!W15,=设备投资明细!Z40+项目专用模具!X12+'项目工装投入 '!X15,=设备投资明细!Z40+项目专用模具!X12+'项目工装投入 '!X15,=设备投资明细!AA40+项目专用模具!Y12+'项目工装投入 '!Y15,=设备投资明细!AA40+项目专用模具!Y12+'项目工装投入 '!Y15,,,,,,,,,,
项目评估汇总（昆山90%）,23,制造费用(单套) D=①+②+③+④,,,,,,,,=F23*$F$5+G23*$G$5+H23*$H$5+$I$5*I23+J23*$J$5+K23*$K$5+L23*$L$5+M23*$M$5,=F23*$F$5+G23*$G$5+H23*$H$5+$I$5*I23+J23*$J$5+K23*$K$5+L23*$L$5+M23*$M$5,=F24+F25+F26+F27+F28+F29+F30,=F24+F25+F26+F27+F28+F29+F30,=G24+G25+G26+G27+G28+G29+G30,=G24+G25+G26+G27+G28+G29+G30,=H24+H25+H26+H27+H28+H29+H30,=H24+H25+H26+H27+H28+H29+H30,=I24+I25+I26+I27+I28+I29+I30,=I24+I25+I26+I27+I28+I29+I30,=J24+J25+J26+J27+J28+J29+J30,=J24+J25+J26+J27+J28+J29+J30,=K24+K25+K26+K27+K28+K29+K30,=K24+K25+K26+K27+K28+K29+K30,,,,,=(E23/$E$5)/($N$7-$E$13/$E$5),=(E23/$E$5)/($N$7-$E$13/$E$5),<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f447a0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f447a0>,=P24+P25+P26+P27+P28+P29+P30,=P24+P25+P26+P27+P28+P29+P30,=Q24+Q25+Q26+Q27+Q28+Q29+Q30,=Q24+Q25+Q26+Q27+Q28+Q29+Q30,=R24+R25+R26+R27+R28+R29+R30,=R24+R25+R26+R27+R28+R29+R30,=S24+S25+S26+S27+S28+S29+S30,=S24+S25+S26+S27+S28+S29+S30,=T24+T25+T26+T27+T28+T29+T30,=T24+T25+T26+T27+T28+T29+T30,=U24+U25+U26+U27+U28+U29+U30,=U24+U25+U26+U27+U28+U29+U30,=V24+V25+V26+V27+V28+V29+V30,=V24+V25+V26+V27+V28+V29+V30,=W24+W25+W26+W27+W28+W29+W30,=W24+W25+W26+W27+W28+W29+W30,=X24+X25+X26+X27+X28+X29+X30,=X24+X25+X26+X27+X28+X29+X30,=Y24+Y25+Y26+Y27+Y28+Y29+Y30,=Y24+Y25+Y26+Y27+Y28+Y29+Y30,=Z24+Z25+Z26+Z27+Z28+Z29+Z30,=Z24+Z25+Z26+Z27+Z28+Z29+Z30,,,,,,,,,,
